,cik,exchange,industryTitle,irs,name,sic,ticker
1123,791915,NASDAQ,SEMICONDUCTORS & RELATED DEVICES,942885898.0,Cypress Semiconductor Corp,3674.0,CY
1124,38264,NASDAQ,"PLASTICS PRODUCTS, NEC",131950672.0,Forward Industries Inc,3089.0,FORD
1125,1035513,,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",841389562.0,Firstbank NW Corp,6036.0,FBNW
1126,1054102,NASDAQ,"SERVICES-BUSINESS SERVICES, NEC",222919486.0,Pdi Inc,7389.0,PDII
1127,890264,NASDAQ,SERVICES-PREPACKAGED SOFTWARE,,Exa Corp,7372.0,EXA
1128,791963,NYSE,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",980080034.0,Oppenheimer Holdings Inc,6211.0,OPY
1129,1119643,OTC,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,912021600.0,Nutra Pharma Corp,2833.0,NPHC
1130,857501,,SURETY INSURANCE,840922335.0,Jacobs Financial Group Inc,6351.0,NLXI
1131,726435,,GOLD AND SILVER ORES,840601802.0,Apollo Solar Energy Inc,1040.0,WNCF
1132,1381807,OTCBB,MISCELLANEOUS CHEMICAL PRODUCTS,,Huixin Waste Water Solutions Inc,2890.0,HXWWF
1133,1545654,NYSE,REAL ESTATE,454849780.0,Alexander & Baldwin Inc,6500.0,ALEX
1134,1086909,NASDAQ,SERVICES-PREPACKAGED SOFTWARE,,Broadsoft Inc,7372.0,BSFT
1135,103872,OTC,SERVICES-HELP SUPPLY SERVICES,135658129.0,Volt Information Sciences Inc,7363.0,VISI
1136,103884,NASDAQ,RETAIL-EATING  PLACES,620854056.0,Alexanders J Corp,5812.0,JAX
1137,792013,,"FIRE, MARINE & CASUALTY INSURANCE",510241172.0,Harleysville Group Inc,6331.0,HGIC
1138,890319,NYSE,REAL ESTATE INVESTMENT TRUSTS,382933632.0,Taubman Centers Inc,6798.0,TCO
1139,1447380,OTC,SERVICES-PREPACKAGED SOFTWARE,263439095.0,Mobivity Holdings Corp,7372.0,MFON
1140,1414628,OTC,"SERVICES-BUSINESS SERVICES, NEC",208592825.0,Calpian Inc,7389.0,CLPI
1141,1119721,OTC,REFUSE SYSTEMS,165831620.0,Eastern Environment Solutions Corp,4953.0,EESC
1142,923120,NYSE,RAILROAD EQUIPMENT,930816972.0,Greenbrier Companies Inc,3743.0,GBX
1143,923118,NYSE,REAL ESTATE INVESTMENT TRUSTS,161455126.0,Home Properties Inc,6798.0,HME
1144,1381871,OTC,"MOTORCYCLES, BICYCLES & PARTS",731556790.0,US Highland Inc,3751.0,UHLN
1145,726513,,NEWSPAPERS: PUBLISHING OR PUBLISHING & PRINTING,361880355.0,Tribune Co,2711.0,TRB
1146,726514,NASDAQ,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",930370304.0,Electro Scientific Industries Inc,3690.0,ESIO
1147,1381873,OTC,BOOKS: PUBLISHING OR PUBLISHING & PRINTING,205571215.0,Barclay Road Inc,2731.0,BCLR
1148,726516,,REAL ESTATE INVESTMENT TRUSTS,956799846.0,First Equity Properties Inc,6798.0,FEPI
1149,726517,NASDAQ,STATE COMMERCIAL BANKS,30287342.0,Merchants Bancshares Inc,6022.0,MBVT
1150,1021422,,REAL ESTATE INVESTMENT TRUSTS,943240473.0,Eastern Light Capital Inc,6798.0,CAA
1151,1021435,OTC,SERVICES-PREPACKAGED SOFTWARE,133899021.0,Hopto Inc,7372.0,HPTO
1152,1283582,NASDAQ,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",204797391.0,First Clover Leaf Financial Corp,6035.0,FCLF
1153,923139,NASDAQ,STATE COMMERCIAL BANKS,113209278.0,Flushing Financial Corp,6022.0,FFIC
1154,1316360,NYSE,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",133769440.0,Ihs Inc,7370.0,IHS
1155,1171180,OTC,"SERVICES-BUSINESS SERVICES, NEC",412033500.0,Protocall Technologies Inc,7389.0,PCLI
1156,5656,OTC,NON-OPERATING ESTABLISHMENTS,223489463.0,American International Ventures Inc,9995.0,AIVN
1157,890394,NASDAQ,SEMICONDUCTORS & RELATED DEVICES,770291941.0,Mosys Inc,3674.0,MOSY
1158,1545772,NYSE,REAL ESTATE,,Brookfield Property Partners LP,6500.0,BPY
1159,1283630,NYSE,REAL ESTATE INVESTMENT TRUSTS,760753089.0,American Campus Communities Inc,6798.0,ACC
1160,1087022,OTC,"COMMUNICATIONS EQUIPMENT, NEC",880225807.0,Alr Technologies Inc,3669.0,ALRT
1161,1119807,OTC,"PLASTICS PRODUCTS, NEC",880409170.0,Trailblazer Resources Inc,3089.0,TBLZ
1162,1054274,OTC,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,582349413.0,Alliqua Inc,3841.0,ALQA
1163,792130,NASDAQ,SERVICES-PREPACKAGED SOFTWARE,20405716.0,Datawatch Corp,7372.0,DWCH
1164,1185348,NASDAQ,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",753078675.0,Portfolio Recovery Associates Inc,7320.0,PRAA
1165,726601,NASDAQ,STATE COMMERCIAL BANKS,592273542.0,Capital City Bank Group Inc,6022.0,CCBG
1166,890447,NASDAQ,REFUSE SYSTEMS,943439569.0,Vertex Energy Inc,4953.0,WDWT
1167,1250897,,MISC INDUSTRIAL & COMMERCIAL MACHINERY & EQUIPMENT,880492134.0,Essential Innovations Technology Corp,3590.0,EITC
1168,1054303,NASDAQ,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",841374481.0,Rodman & Renshaw Capital Group Inc,6211.0,ENFN
1169,792161,OTC,AGRICULTURAL PRODUCTION-CROPS,990248088.0,Royal Hawaiian Orchards LP,100.0,NNUTU
1170,890465,NASDAQ,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",870439579.0,NPS Pharmaceuticals Inc,2836.0,NPSP
1171,1104040,OTC,LUMBER & WOOD PRODUCTS (NO FURNITURE),133912047.0,Asia Cork Inc,2400.0,AKRK
1172,1283699,NYSE,RADIOTELEPHONE COMMUNICATIONS,200836269.0,T-mobile US Inc,4812.0,TMUS
1173,1021561,NYSE,"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES",870565309.0,Nu Skin Enterprises Inc,5122.0,NUS
1174,890491,NYSE,RETAIL-MISCELLANEOUS SHOPPING GOODS STORES,61196501.0,Barnes & Noble Inc,5940.0,BKS
1175,1283709,NYSE,REAL ESTATE,200852352.0,Thomas Properties Group Inc,6500.0,TPGI
1176,5768,NASDAQ,X-RAY APPARATUS & TUBES & RELATED IRRADIATION APPARATUS,42240991.0,American Science & Engineering Inc,3844.0,ASEI
1177,857737,NASDAQ,"FOOTWEAR, (NO RUBBER)",112481903.0,Iconix Brand Group Inc,3140.0,ICON
1178,923284,NYSE,REAL ESTATE INVESTMENT TRUSTS,363953261.0,Inland Real Estate Corp,6798.0,IRC
1179,1119897,OTCBB,BLANK CHECKS,510292843.0,Bingham Canyon Corp,6770.0,BGHM
1180,1021604,NASDAQ,SEMICONDUCTORS & RELATED DEVICES,,On Track Innovations LTD,3674.0,OTIV
1181,1316517,NASDAQ,MOTOR VEHICLES & PASSENGER CAR BODIES,870700927.0,Kandi Technologies Group Inc,3711.0,KNDI
1182,1054374,NASDAQ,SEMICONDUCTORS & RELATED DEVICES,330480482.0,Broadcom Corp,3674.0,BRCM
1183,890543,OTC,MISCELLANEOUS CHEMICAL PRODUCTS,,International Barrier Technology Inc,2890.0,IBTGF
1184,1578685,NYSE,NATURAL GAS TRANSMISISON & DISTRIBUTION,611714064.0,Midcoast Energy Partners LP,4923.0,MEP
1185,1021635,NYSE,ELECTRIC SERVICES,731481638.0,Oge Energy Corp,4911.0,OGE
1186,890564,NYSE,SERVICES-HELP SUPPLY SERVICES,954023433.0,On Assignment Inc,7363.0,ASGN
1187,1382085,OTC,SERVICES-TO DWELLINGS & OTHER BUILDINGS,,Disability Access Corp,7340.0,DBYC
1188,726728,NYSE,REAL ESTATE INVESTMENT TRUSTS,330580106.0,Realty Income Corp,6798.0,O
1189,1513161,NASDAQ,MORTGAGE BANKERS & LOAN CORRESPONDENTS,980683664.0,Home Loan Servicing Solutions LTD,6162.0,HLSS
1190,1283810,NYSE,CRUDE PETROLEUM & NATURAL GAS,550856393.0,Atlas America Series 25-2004 A LP,1311.0,ATLS
1191,104169,NYSE,RETAIL-VARIETY STORES,710415188.0,Wal Mart Stores Inc,5331.0,WMT
1192,1578732,NYSE,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),,Marcus & Millichap Inc,6531.0,MMI
1193,1087216,,SERVICES-DIRECT MAIL ADVERTISING SERVICES,582445301.0,Alliance Healthcard Inc,7331.0,ALHC
1194,1119985,NASDAQ,INDUSTRIAL INORGANIC CHEMICALS,,Hydrogenics Corp,2810.0,HYGS
1195,857855,NASDAQ,STATE COMMERCIAL BANKS,581807304.0,United Community Banks Inc,6022.0,UCBI
1196,1283843,NYSE MKT,CRUDE PETROLEUM & NATURAL GAS,770639000.0,Emerald Oil Inc,1311.0,EOX
1197,1382158,NYSE,SEMICONDUCTORS & RELATED DEVICES,,Trina Solar LTD,3674.0,TSL
1198,104207,NYSE,RETAIL-DRUG STORES AND PROPRIETARY STORES,361924025.0,Walgreen Co,5912.0,WAG
1199,857872,,REAL ESTATE DEALERS (FOR THEIR OWN ACCOUNT),841124170.0,Birch Branch Inc,6532.0,BHBH
1200,1316625,OTC,ELECTRONIC COMPUTERS,320047154.0,Silicon Graphics International Corp,3571.0,RACK
1201,1316631,,CABLE & OTHER PAY TELEVISION SERVICES,202197030.0,Liberty Global Inc,4841.0,LBTY
1202,1578776,NASDAQ,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",,Prudential Bancorp Inc,6036.0,PBIP
1203,1316644,OTC,"RETAIL-BUILDING MATERIALS, HARDWARE, GARDEN SUPPLY",460510685.0,Aerogrow International Inc,5200.0,AERO
1204,1054508,OTC,STATE COMMERCIAL BANKS,232939222.0,Penseco Financial Services Corp,6022.0,PFNS
1205,1316656,NYSE,ENGINES & TURBINES,201780492.0,Dresser-rand Group Inc,3510.0,DRC
1206,1349436,NYSE,CRUDE PETROLEUM & NATURAL GAS,208084793.0,Sandridge Energy Inc,1311.0,SD
1207,1349437,NASDAQ,"COMMUNICATIONS SERVICES, NEC",,Towerstream Corp,4899.0,TWER
1208,1087294,NASDAQ,PHARMACEUTICAL PREPARATIONS,,Cumberland Pharmaceuticals Inc,2834.0,CPIX
1209,1138723,NASDAQ,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,770268932.0,Accuray Inc,3841.0,ARAY
1210,38725,NASDAQ,MOTORS & GENERATORS,350827455.0,Franklin Electric Co Inc,3621.0,FELE
1211,726854,NASDAQ,NATIONAL COMMERCIAL BANKS,550619957.0,City Holding Co,6021.0,CHCO
1212,1382219,OTC,MISCELLANEOUS FABRICATED METAL PRODUCTS,,Cleantech Innovations Inc,3490.0,CTEK
1213,1349454,NYSE,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,202958261.0,Trulia Inc,7374.0,TRLA
1214,1382230,NASDAQ,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",,Essa Bancorp Inc,6036.0,ESSA
1215,1382231,OTC,DOLLS & STUFFED TOYS,204119257.0,Strongbow Resources Inc,3942.0,STBR
1216,857949,NYSE,AGRICULTURAL CHEMICALS,363526027.0,China Green Agriculture Inc,2870.0,CGAG
1217,1578845,NYSE,PHARMACEUTICAL PREPARATIONS,,Actavis PLC,2834.0,ACT
1218,5981,NYSE,AGRICULTURAL CHEMICALS,952588080.0,American Vanguard Corp,2870.0,AVD
1219,1120096,NASDAQ,INDUSTRIAL ORGANIC CHEMICALS,752882833.0,Sino Clean Energy Inc,2860.0,SCLX
1220,1415020,NYSE,METAL MINING,,Thompson Creek Metals Co Inc,1000.0,TC
1221,1415022,,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",261219088.0,WSB Holdings Inc,6035.0,WSB
1222,1054579,NASDAQ,RETAIL-RECORD & PRERECORDED TAPE STORES,751386375.0,Hastings Entertainment Inc,5735.0,HAST
1223,38777,NYSE,INVESTMENT ADVICE,132670991.0,Franklin Resources Inc,6282.0,BEN
1224,715579,NASDAQ,STATE COMMERCIAL BANKS,232233457.0,Acnb Corp,6022.0,ACNB
1225,1382298,NYSE,WATER TRANSPORTATION,980512555.0,Teekay Offshore Partners LP,4400.0,TOO
1226,1021860,NYSE,OIL & GAS FIELD MACHINERY & EQUIPMENT,760475815.0,National Oilwell Varco Inc,3533.0,NOV
1227,759718,OTC,STATE COMMERCIAL BANKS,942563513.0,Berkshire Bancorp Inc,6022.0,BERK
1228,726958,NASDAQ,RETAIL-AUTO DEALERS & GASOLINE STATIONS,420935283.0,Caseys General Stores Inc,5500.0,CASY
1229,890801,NYSE,SERVICES-PREPACKAGED SOFTWARE,770316593.0,Mcafee Inc,7372.0,MFE
1230,923571,,TRUCKING (NO LOCAL),621378182.0,US Xpress Enterprises Inc,4213.0,XPRSA
1231,1578932,NYSE,CHEMICALS & ALLIED PRODUCTS,900936556.0,Oci Partners LP,2800.0,OCIP
1232,1087423,NYSE,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",61364380.0,Red Hat Inc,7370.0,RHT
1233,1120193,NASDAQ,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",521165937.0,Nasdaq Omx Group Inc,6200.0,NDAQ
1234,890821,OTC,SEMICONDUCTORS & RELATED DEVICES,954484725.0,Spatializer Audio Laboratories Inc,3674.0,SPZR
1235,1087432,NASDAQ,PHARMACEUTICAL PREPARATIONS,943296648.0,Intermune Inc,2834.0,ITMN
1236,923601,,PHONOGRAPH RECORDS & PRERECORDED AUDIO TAPES & DISKS,953795478.0,Singing Machine Co Inc,3652.0,SMD
1237,923603,NYSE,REAL ESTATE INVESTMENT TRUSTS,752541756.0,Felcor Lodging Trust Inc,6798.0,FCH
1238,1021917,,OPERATORS OF NONRESIDENTIAL BUILDINGS,521945748.0,JV Group Inc,6512.0,ASPE
1239,1087456,NASDAQ,NATIONAL COMMERCIAL BANKS,341516518.0,United Bancshares Inc,6021.0,UBOH
1240,825313,NYSE,INVESTMENT ADVICE,133434400.0,Alliancebernstein Holding LP,6282.0,AB
1241,1316835,NASDAQ,RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS,522084569.0,Builders Firstsource Inc,5211.0,BLDR
1242,890846,NASDAQ,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,411719250.0,Uroplasty Inc,3841.0,UPI
1243,1087455,OTC,NATIONAL COMMERCIAL BANKS,571077978.0,Cornerstone Bancorp,6021.0,CTOT
1244,825322,OTC,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",222287503.0,Mphase Technologies Inc,3690.0,XDSL
1245,825324,NASDAQ,RETAIL-EATING  PLACES,841133368.0,Good Times Restaurants Inc,5812.0,GTIM
1246,1054721,NASDAQ,"SERVICES-BUSINESS SERVICES, NEC",911650880.0,Bsquare Corp,7389.0,BSQR
1247,71691,NYSE,NEWSPAPERS: PUBLISHING OR PUBLISHING & PRINTING,131102020.0,New York Times Co,2711.0,NYT
1248,1382413,OTC,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",364519533.0,Delanco Bancorp Inc,6035.0,DLNO
1249,890908,OTC,SERVICES-OFFICES & CLINICS OF DOCTORS OF MEDICINE,760375477.0,Dynacq Healthcare Inc,8011.0,DYII
1250,6176,NYSE,PUMPS & PUMPING EQUIPMENT,251117717.0,Ampco Pittsburgh Corp,3561.0,AP
1251,1316898,NASDAQ,RETAIL-EATING & DRINKING PLACES,202122262.0,Jamba Inc,5810.0,JMBA
1252,1120295,NASDAQ,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,954635982.0,Ixia,3825.0,XXIA
1253,890923,NASDAQ,ELECTRICAL INDUSTRIAL APPARATUS,431311101.0,Zoltek Companies Inc,3620.0,ZOLT
1254,890926,NYSE,SURETY INSURANCE,232691170.0,Radian Group Inc,6351.0,RDN
1255,1546296,NASDAQ,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",830374250.0,Professional Diversity Network Inc,7370.0,IPDN
1256,6201,NASDAQ,"AIR TRANSPORTATION, SCHEDULED",751825172.0,American Airlines Group Inc,4512.0,AAL
1257,1382462,OTC,METAL MINING,980515290.0,Del Toro Silver Corp,1000.0,DTOR
1258,6207,NYSE,REAL ESTATE,590936128.0,Amrep Corp,6500.0,AXR
1259,792641,NASDAQ,SERVICES-MEDICAL LABORATORIES,222405059.0,Bio Reference Laboratories Inc,8071.0,BRLI
1260,825410,NYSE,"MEASURING & CONTROLLING DEVICES, NEC",61218089.0,Landauer Inc,3829.0,LDR
1261,825411,NASDAQ,ELECTRICAL INDUSTRIAL APPARATUS,42985631.0,Sevcon Inc,3620.0,SEV
1262,38984,OTC,"WHOLESALE-ELECTRICAL APPARATUS & EQUIPMENT, WIRING SUPPLIES ",463783818.0,Signature Group Holdings Inc,5063.0,SGGH
1263,39020,NASDAQ,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,111986657.0,Frequency Electronics Inc,3825.0,FEIM
1264,1415277,NASDAQ,STATE COMMERCIAL BANKS,650925265.0,1ST United Bancorp Inc,6022.0,FSDB
1265,1054833,,HOSPITAL & MEDICAL SERVICE PLANS,522073000.0,Coventry Health Care Inc,6324.0,CVH
1266,1120370,NASDAQ,NONFERROUS FOUNDRIES (CASTINGS),880409160.0,Broadwind Energy Inc,3360.0,TWRT
1267,1415286,OTCBB,CRUDE PETROLEUM & NATURAL GAS,980511130.0,Sara Creek Gold Corp,1311.0,SCGC
1268,1218683,,PHARMACEUTICAL PREPARATIONS,880445169.0,Ophthalix Inc,2834.0,DCMG
1269,1022079,NYSE,SERVICES-MEDICAL LABORATORIES,161387862.0,Quest Diagnostics Inc,8071.0,DGX
1270,1448064,,RETAIL-FURNITURE STORES,541832498.0,Roomstore Inc,5712.0,ROOM
1271,1415301,NASDAQ,RETAIL-EATING  PLACES,208453116.0,Del Friscos Restaurant Group Inc,5812.0,DFRG
1272,891014,NYSE,INDUSTRIAL INORGANIC CHEMICALS,251190717.0,Minerals Technologies Inc,2810.0,MTX
1273,39047,NYSE MKT,RETAIL-EATING  PLACES,310523213.0,Frischs Restaurants Inc,5812.0,FRS
1274,6281,NASDAQ,SEMICONDUCTORS & RELATED DEVICES,42348234.0,Analog Devices Inc,3674.0,ADI
1275,6284,NASDAQ,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,42454372.0,Analogic Corp,3825.0,ALOG
1276,1546381,NASDAQ,SERVICES-MOTION PICTURE & VIDEO TAPE DISTRIBUTION,454950432.0,RLJ Entertainment Inc,7822.0,RLJE
1277,891024,NASDAQ,"WHOLESALE-MEDICAL, DENTAL & HOSPITAL EQUIPMENT & SUPPLIES",410886515.0,Patterson Companies Inc,5047.0,PDCO
1278,923796,NYSE,REAL ESTATE INVESTMENT TRUSTS,650043078.0,Geo Group Inc,6798.0,GGI
1279,71829,NYSE,OIL & GAS FIELD MACHINERY & EQUIPMENT,721123385.0,Newpark Resources Inc,3533.0,NR
1280,1579157,NYSE,RETAIL-APPAREL & ACCESSORY STORES,753264870.0,Vince Holding Corp,5600.0,VNCE
1281,6292,NASDAQ,SERVICES-COMPUTER PROGRAMMING SERVICES,410905408.0,Analysts International Corp,7371.0,ANLY
1282,1415332,OTC,"COMMUNICATIONS SERVICES, NEC",980530295.0,Lithium Corp,4899.0,LTUM
1283,727207,NASDAQ,LABORATORY ANALYTICAL INSTRUMENTS,841072256.0,Accelerate Diagnostics Inc,3826.0,AXDX
1284,1415336,NASDAQ,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,,Zeltiq Aesthetics Inc,3845.0,ZLTQ
1285,6314,NASDAQ,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,160928561.0,Anaren  Inc,3663.0,ANEN
1286,1546417,NASDAQ,RETAIL-EATING  PLACES,208023465.0,Bloomin Brands Inc,5812.0,BLMN
1287,1120434,OTC,CRUDE PETROLEUM & NATURAL GAS,911832462.0,Friendly Energy Exploration,1311.0,FEGR
1288,39092,NYSE MKT,"STEEL WORKS, BLAST FURNACES & ROLLING & FINISHING MILLS",741504405.0,Friedman Industries Inc,3310.0,FRD
1289,1054905,,CHEMICALS & ALLIED PRODUCTS,981081725.0,Innospec Inc,2800.0,OTL
1290,759999,OTC,WHOLESALE-FARM PRODUCT RAW MATERIALS,860874841.0,Centenary International Corp,5150.0,CTYI
1291,202947,NYSE ARCA,"LESSORS OF REAL PROPERTY, NEC",50386287.0,Capital Properties Inc,6519.0,CPI
1292,825542,NYSE,AGRICULTURAL CHEMICALS,311414921.0,Scotts Miracle-gro Co,2870.0,SMG
1293,891098,NASDAQ,STATE COMMERCIAL BANKS,742175590.0,Sterling Bancshares Inc,6022.0,SBIB
1294,891103,NASDAQ,"RETAIL-RETAIL STORES, NEC",592712887.0,Iac,5990.0,IACI
1295,891106,NASDAQ,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",911572822.0,Sterling Financial Corp,6036.0,STSA
1296,858339,NASDAQ,HOTELS & MOTELS,621411755.0,Caesars Entertainment Corp,7011.0,CZR
1297,727273,NASDAQ,WATER SUPPLY,770313235.0,Cadiz Inc,4941.0,CDZI
1298,1579241,NYSE,"SERVICES-DETECTIVE, GUARD & ARMORED CAR SERVICES",981108930.0,Allegion PLC,7381.0,ALLE
1299,1415404,NASDAQ,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,261232727.0,Echostar Corp,3663.0,SATS
1300,1579252,NASDAQ,BLANK CHECKS,462888322.0,Quinpario Acquisition Corp,6770.0,QPAC
1301,1022225,NASDAQ,TELEPHONE & TELEGRAPH APPARATUS,770411346.0,Oplink Communications Inc,3661.0,OPLK
1302,891166,NYSE,"FIRE, MARINE & CASUALTY INSURANCE",650231984.0,Universal Insurance Holdings Inc,6331.0,UVE
1303,1513761,NASDAQ,WATER TRANSPORTATION,980691007.0,Norwegian Cruise Line Holdings LTD,4400.0,NCLH
1304,1579298,NYSE,RETAIL-DEPARTMENT STORES,800895227.0,Burlington Stores Inc,5311.0,BURL
1305,1349929,NASDAQ,SERVICES-MEDICAL LABORATORIES,43462475.0,Cancer Genetics Inc,8071.0,CGIX
1306,1382702,,METAL MINING,980506246.0,Deerfield Resources LTD,1000.0,DFRS
1307,727346,OTC,REAL ESTATE INVESTMENT TRUSTS,870340206.0,Global Healthcare REIT Inc,6798.0,GBCS
1308,1481028,OTC,SEMICONDUCTORS & RELATED DEVICES,,Hypersolar Inc,3674.0,HYSR
1309,203077,NYSE,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,411276891.0,ST Jude Medical Inc,3845.0,STJ
1310,104777,NYSE MKT,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),141160510.0,Alteva Inc,4813.0,ALTV
1311,72020,NYSE,NATURAL GAS DISTRIBUTION,362855175.0,Nicor Inc,4924.0,GAS
1312,858452,,"SERVICES-BUSINESS SERVICES, NEC",330378756.0,Transcend Services Inc,7389.0,TRCR
1313,1349976,OTC,DRILLING OIL & GAS WELLS,202791397.0,American Standard Energy Corp,1381.0,ASEN
1314,6494,NYSE ARCA,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,110482020.0,Andrea Electronics Corp,3663.0,AND
1315,39263,NYSE,NATIONAL COMMERCIAL BANKS,741751768.0,Cullen,6021.0,CFR
1316,1481056,,RETAIL-FOOD STORES,270938396.0,Fitwayvitamins Inc,5400.0,FTWV
1317,1284452,OTC,CRUDE PETROLEUM & NATURAL GAS,274481914.0,Mondial Ventures Inc,1311.0,MNVN
1318,858470,NYSE,CRUDE PETROLEUM & NATURAL GAS,43072771.0,Cabot Oil & Gas Corp,1311.0,COG
1319,39273,NASDAQ,TRUCKING (NO LOCAL),751301831.0,Frozen Food Express Industries Inc,4213.0,FFEX
1320,1284454,OTC,MOTOR VEHICLE PARTS & ACCESSORIES,203626387.0,Environmental Control Corp,3714.0,EVCC
1321,1448301,NASDAQ,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",263356075.0,Anchor Bancorp,6036.0,ANCB
1322,1022321,NYSE,WHOLESALE-PETROLEUM BULK STATIONS & TERMINALS,760513049.0,Genesis Energy LP,5171.0,GEL
1323,1448324,OTC,NATIONAL COMMERCIAL BANKS,800282551.0,Cornerstone Financial Corp,6021.0,CFIC
1324,792966,OTCBB,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",341469491.0,Farmers & Merchants Bancorp Inc,6035.0,FMAO
1325,1022345,NYSE,CRUDE PETROLEUM & NATURAL GAS,860460233.0,Mariner Energy Inc,1311.0,ME
1326,39311,NASDAQ,STATE COMMERCIAL BANKS,382032782.0,Independent Bank Corp,6022.0,IBCP
1327,1546640,NYSE,"SERVICES-DETECTIVE, GUARD & ARMORED CAR SERVICES",454517261.0,Adt Corp,7381.0,ADT
1328,792977,NASDAQ,PHARMACEUTICAL PREPARATIONS,42742593.0,Amag Pharmaceuticals Inc,2834.0,AMAG
1329,891288,NASDAQ,PHARMACEUTICAL PREPARATIONS,330476164.0,Questcor Pharmaceuticals Inc,2834.0,QCOR
1330,1284506,NASDAQ,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",820499463.0,Intermountain Community Bancorp,6035.0,IMCB
1331,792985,NYSE,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC",610963645.0,Health Management Associates Inc,8062.0,HMA
1332,792987,NASDAQ,CONSTRUCTION MACHINERY & EQUIP,620873631.0,Astec Industries Inc,3531.0,ASTE
1333,1022368,,WHOLESALE-GROCERIES & RELATED PRODUCTS,870563574.0,Schiff Nutrition International Inc,5140.0,WNI
1334,891293,NASDAQ,PHARMACEUTICAL PREPARATIONS,911533912.0,Cell Therapeutics Inc,2834.0,CTIC
1335,1546679,OTCBB,SERVICES-PERSONAL SERVICES,990373704.0,Mobetize Corp,7200.0,SAVI
1336,1415605,,SERVICES-EMPLOYMENT AGENCIES,980528421.0,Ultra Care Inc,7361.0,TECM
1337,104889,NYSE,SERVICES-EDUCATIONAL SERVICES,530182885.0,Graham Holdings Co,8200.0,WPO
1338,825788,,REAL ESTATE,391606834.0,Divall Insured Income Properties 2 Limited Partnership,6500.0,DIVALL
1339,1350073,OTC,AGRICULTURAL SERVICES,,Paw Spa Inc,700.0,ICNB
1340,1350072,NASDAQ,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",,CMS Bancorp Inc,6036.0,CMSB
1341,1055160,NYSE,REAL ESTATE INVESTMENT TRUSTS,133974868.0,Mfa Financial Inc,6798.0,MFA
1342,1087934,NASDAQ,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),870528557.0,Incontact Inc,4813.0,SAAS
1343,104894,NYSE,REAL ESTATE INVESTMENT TRUSTS,530261100.0,Washington Real Estate Investment Trust,6798.0,WRE
1344,1251769,NASDAQ,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",161630142.0,Lpath Inc,2836.0,LPTN
1345,924095,OTC,,541694665.0,Waterside Capital Corp,,WSCC
1346,104897,NASDAQ,METALWORKG MACHINERY & EQUIPMENT,410691607.0,Wsi Industries Inc,3540.0,WSCI
1347,1022408,NASDAQ,WHOLESALE-COMPUTERS & PERIPHERAL EQUIPMENT & SOFTWARE,541817218.0,Eplus Inc,5045.0,PLUS
